Date,City,month,Year,PM2.5,PM10,Nitric,NH3,CO,SO2,O3,AQI,AQI_Bucket,Season,Month
2015-01-01,Ahmedabad,1,2015,78.025,109.84,36.29,16.27,0.92,27.64,133.36,78.025,Satisfactory,Winter,Jan
2015-01-02,Ahmedabad,1,2015,78.025,109.84,33.120000000000005,16.27,0.97,24.55,34.06,78.025,Satisfactory,Winter,Jan
2015-01-03,Ahmedabad,1,2015,78.025,109.84,66.4,16.27,17.4,29.07,30.7,78.025,Satisfactory,Winter,Jan
2015-01-04,Ahmedabad,1,2015,78.025,109.84,38.15,16.27,1.7,18.59,36.08,78.025,Satisfactory,Winter,Jan
2015-01-05,Ahmedabad,1,2015,78.025,109.84,81.28,16.27,22.1,39.33,39.31,78.025,Satisfactory,Winter,Jan
2015-01-06,Ahmedabad,1,2015,78.025,109.84,165.39,16.27,45.41,45.76,46.51,78.025,Satisfactory,Winter,Jan
2015-01-07,Ahmedabad,1,2015,78.025,109.84,283.55,16.27,112.16,32.28,33.47,78.025,Satisfactory,Winter,Jan
2015-01-08,Ahmedabad,1,2015,78.025,109.84,214.36,16.27,80.87,38.54,31.89,78.025,Satisfactory,Winter,Jan
2015-01-09,Ahmedabad,1,2015,78.025,109.84,108.16,16.27,29.16,58.68,25.75,78.025,Satisfactory,Winter,Jan
2015-01-10,Ahmedabad,1,2015,78.025,109.84,81.815,16.27,29.16,8.29,4.55,78.025,Satisfactory,Winter,Jan
2015-01-11,Ahmedabad,1,2015,78.025,109.84,212.4,16.27,132.07,25.03,6.79,78.025,Satisfactory,Winter,Jan
2015-01-12,Ahmedabad,1,2015,78.025,109.84,182.95,16.27,52.04,51.84,45.89,78.025,Satisfactory,Winter,Jan
2015-01-13,Ahmedabad,1,2015,78.025,109.84,180.11,16.27,48.82,68.21,35.16,78.025,Satisfactory,Winter,Jan
2015-01-14,Ahmedabad,1,2015,78.025,109.84,80.11,16.27,19.2,52.65,20.96,78.025,Satisfactory,Winter,Jan
2015-01-15,Ahmedabad,1,2015,78.025,109.84,34.160000000000004,16.27,0.6,28.89,47.63,78.025,Satisfactory,Winter,Jan
2015-01-16,Ahmedabad,1,2015,78.025,109.84,46.209999999999994,16.27,1.63,38.27,46.03,78.025,Satisfactory,Winter,Jan
2015-01-17,Ahmedabad,1,2015,78.025,109.84,70.92,16.27,11.44,49.5,52.24,78.025,Satisfactory,Winter,Jan
2015-01-18,Ahmedabad,1,2015,78.025,109.84,61.44,16.27,6.1,48.43,53.49,78.025,Satisfactory,Winter,Jan
2015-01-19,Ahmedabad,1,2015,78.025,109.84,56.84,16.27,2.51,50.03,49.48,78.025,Satisfactory,Winter,Jan
2015-01-20,Ahmedabad,1,2015,78.025,109.84,67.12,16.27,7.92,58.87,56.37,78.025,Satisfactory,Winter,Jan
2015-01-21,Ahmedabad,1,2015,78.025,109.84,82.36,16.27,9.52,106.93,48.75,78.025,Satisfactory,Winter,Jan
2015-01-22,Ahmedabad,1,2015,78.025,109.84,48.89,16.27,9.05,23.71,42.22,78.025,Satisfactory,Winter,Jan
2015-01-23,Ahmedabad,1,2015,78.025,109.84,98.28,16.27,22.53,39.19,32.92,78.025,Satisfactory,Winter,Jan
2015-01-24,Ahmedabad,1,2015,78.025,109.84,43.82,16.27,2.03,40.07,32.49,78.025,Satisfactory,Winter,Jan
2015-01-25,Ahmedabad,1,2015,78.025,109.84,42.040000000000006,16.27,1.42,58.41,39.26,78.025,Satisfactory,Winter,Jan
2015-01-26,Ahmedabad,1,2015,78.025,109.84,45.239999999999995,16.27,2.27,43.73,39.83,78.025,Satisfactory,Winter,Jan
2015-01-27,Ahmedabad,1,2015,78.025,109.84,47.150000000000006,16.27,2.19,43.28,41.1,78.025,Satisfactory,Winter,Jan
2015-01-28,Ahmedabad,1,2015,73.24,109.84,52.67,16.27,5.72,36.52,62.42,73.24,Satisfactory,Winter,Jan
2015-01-29,Ahmedabad,1,2015,83.13,109.84,69.36,16.27,6.93,49.52,59.76,209.0,Poor,Winter,Jan
2015-01-30,Ahmedabad,1,2015,79.84,109.84,83.61,16.27,13.85,48.49,97.07,328.0,Very Poor,Winter,Jan
2015-01-31,Ahmedabad,1,2015,94.52,109.84,109.66,16.27,24.39,67.39,111.33,514.0,Severe,Winter,Jan
2015-02-01,Ahmedabad,2,2015,135.99,136.6,170.13,16.27,43.48,75.23,102.7,782.0,Severe,Winter,Feb
2015-02-02,Ahmedabad,2,2015,178.33,136.6,162.67000000000002,16.27,54.56,55.04,107.38,914.0,Severe,Winter,Feb
2015-02-03,Ahmedabad,2,2015,139.7,136.6,115.74,16.27,30.61,33.79,73.6,660.0,Severe,Winter,Feb
2015-02-04,Ahmedabad,2,2015,80.65,136.6,49.2,16.27,2.37,25.73,47.3,294.0,Poor,Winter,Feb
2015-02-05,Ahmedabad,2,2015,58.36,136.6,47.3,16.27,2.6,32.66,53.54,149.0,Moderate,Winter,Feb
2015-02-06,Ahmedabad,2,2015,79.29,136.6,54.93,16.27,1.16,67.41,59.3,190.0,Moderate,Winter,Feb
2015-02-07,Ahmedabad,2,2015,88.7,136.6,76.34,16.27,7.29,80.09,44.76,247.0,Poor,Winter,Feb
2015-02-08,Ahmedabad,2,2015,74.28,136.6,69.64,16.27,8.92,54.28,47.42,379.0,Very Poor,Winter,Feb
2015-02-09,Ahmedabad,2,2015,113.93,136.6,55.45,16.27,4.32,48.73,39.94,341.0,Very Poor,Winter,Feb
2015-02-10,Ahmedabad,2,2015,105.39,136.6,38.370000000000005,16.27,1.41,35.91,56.15,256.0,Poor,Winter,Feb
2015-02-11,Ahmedabad,2,2015,66.52,136.6,58.379999999999995,16.27,6.34,66.58,53.14,388.0,Very Poor,Winter,Feb
2015-02-12,Ahmedabad,2,2015,65.04,136.6,88.5,16.27,14.19,65.91,31.88,288.0,Poor,Winter,Feb
2015-02-13,Ahmedabad,2,2015,103.36,136.6,115.07,16.27,18.18,80.43,40.11,510.0,Severe,Winter,Feb
2015-02-14,Ahmedabad,2,2015,177.33,136.6,162.92,16.27,37.49,99.72,36.47,761.0,Severe,Winter,Feb
2015-02-15,Ahmedabad,2,2015,113.25,136.6,90.91999999999999,16.27,15.55,69.71,33.78,475.0,Severe,Winter,Feb
2015-02-16,Ahmedabad,2,2015,99.7,136.6,95.26,16.27,19.85,73.23,30.57,536.0,Severe,Winter,Feb
2015-02-17,Ahmedabad,2,2015,80.61,136.6,72.67,16.27,15.96,54.7,36.2,479.0,Severe,Winter,Feb
2015-02-18,Ahmedabad,2,2015,100.79,136.6,84.08,16.27,16.24,43.11,37.43,592.0,Severe,Winter,Feb
2015-02-19,Ahmedabad,2,2015,107.99,136.6,81.81,16.27,11.25,84.86,31.94,427.0,Severe,Winter,Feb
2015-02-20,Ahmedabad,2,2015,140.29,136.6,138.82999999999998,16.27,33.84,101.53,40.98,588.0,Severe,Winter,Feb
2015-02-21,Ahmedabad,2,2015,239.96,136.6,215.12,16.27,61.95,84.87,33.55,1141.0,Severe,Winter,Feb
2015-02-22,Ahmedabad,2,2015,142.96,136.6,185.98,16.27,45.45,62.96,34.77,669.0,Severe,Winter,Feb
2015-02-23,Ahmedabad,2,2015,238.41,136.6,264.09000000000003,16.27,77.7,89.07,37.3,1247.0,Severe,Winter,Feb
2015-02-24,Ahmedabad,2,2015,118.72,136.6,87.13,16.27,12.56,61.54,38.8,411.0,Severe,Winter,Feb
2015-02-25,Ahmedabad,2,2015,52.99,136.6,23.07,16.27,2.23,32.76,67.25,292.0,Poor,Winter,Feb
2015-02-26,Ahmedabad,2,2015,65.955,136.6,74.0,16.27,2.23,10.17,35.94,65.955,Satisfactory,Winter,Feb
2015-02-27,Ahmedabad,2,2015,65.955,136.6,74.0,16.27,2.23,10.17,35.94,65.955,Satisfactory,Winter,Feb
2015-02-28,Ahmedabad,2,2015,65.955,136.6,74.0,16.27,2.23,10.17,35.94,65.955,Satisfactory,Winter,Feb
2015-03-01,Ahmedabad,3,2015,61.12,111.46,41.31,16.27,3.58,28.44,30.48,61.12,Satisfactory,Summer,Mar
2015-03-02,Ahmedabad,3,2015,60.78,111.46,54.620000000000005,16.27,9.07,29.48,34.75,189.0,Moderate,Summer,Mar
2015-03-03,Ahmedabad,3,2015,91.83,111.46,82.46000000000001,16.27,12.99,39.71,38.46,408.0,Severe,Summer,Mar
2015-03-04,Ahmedabad,3,2015,93.88,111.46,94.6,16.27,18.21,62.75,46.79,383.0,Very Poor,Summer,Mar
2015-03-05,Ahmedabad,3,2015,173.01,111.46,181.44,16.27,48.44,78.76,59.39,780.0,Severe,Summer,Mar
2015-03-06,Ahmedabad,3,2015,51.93,111.46,59.71,16.27,48.44,9.83,35.74,51.93,Satisfactory,Summer,Mar
2015-03-07,Ahmedabad,3,2015,105.45,111.46,37.260000000000005,16.27,2.5,29.29,69.9,105.45,Moderate,Summer,Mar
2015-03-08,Ahmedabad,3,2015,71.56,111.46,40.66,16.27,3.51,30.28,57.16,190.0,Moderate,Summer,Mar
2015-03-09,Ahmedabad,3,2015,119.8,111.46,56.099999999999994,16.27,4.13,50.35,50.49,233.0,Poor,Summer,Mar
2015-03-10,Ahmedabad,3,2015,106.71,111.46,61.49,16.27,5.39,38.85,60.17,297.0,Poor,Summer,Mar
2015-03-11,Ahmedabad,3,2015,118.49,111.46,64.88,16.27,4.11,54.2,53.61,330.0,Very Poor,Summer,Mar
2015-03-12,Ahmedabad,3,2015,106.01,111.46,62.129999999999995,16.27,4.28,70.29,40.91,252.0,Poor,Summer,Mar
2015-03-13,Ahmedabad,3,2015,97.34,111.46,49.870000000000005,16.27,3.67,64.39,45.69,244.0,Poor,Summer,Mar
2015-03-14,Ahmedabad,3,2015,83.92,111.46,62.25,16.27,6.42,67.53,34.94,234.0,Poor,Summer,Mar
2015-03-15,Ahmedabad,3,2015,49.51,111.46,33.41,16.27,3.1,48.33,37.95,219.0,Poor,Summer,Mar
2015-03-16,Ahmedabad,3,2015,30.76,111.46,33.84,16.27,2.72,43.62,54.78,118.0,Moderate,Summer,Mar
2015-03-17,Ahmedabad,3,2015,50.29,111.46,68.46000000000001,16.27,5.34,59.23,45.44,231.0,Poor,Summer,Mar
2015-03-18,Ahmedabad,3,2015,57.69,111.46,109.63,16.27,25.36,58.33,52.87,286.0,Poor,Summer,Mar
2015-03-19,Ahmedabad,3,2015,105.06,111.46,165.51999999999998,16.27,46.24,53.62,45.65,883.0,Severe,Summer,Mar
2015-03-20,Ahmedabad,3,2015,94.1,111.46,116.16,16.27,22.14,61.31,46.77,720.0,Severe,Summer,Mar
2015-03-21,Ahmedabad,3,2015,111.89,111.46,130.07,16.27,22.25,66.44,50.57,570.0,Severe,Summer,Mar
2015-03-22,Ahmedabad,3,2015,108.59,111.46,127.72999999999999,16.27,25.38,75.8,46.68,589.0,Severe,Summer,Mar
2015-03-23,Ahmedabad,3,2015,130.76,111.46,172.4,16.27,45.61,65.77,41.58,818.0,Severe,Summer,Mar
2015-03-24,Ahmedabad,3,2015,143.55,111.46,115.61,16.27,27.3,50.98,35.38,737.0,Severe,Summer,Mar
2015-03-25,Ahmedabad,3,2015,165.07,111.46,116.02,16.27,23.83,64.32,43.79,585.0,Severe,Summer,Mar
2015-03-26,Ahmedabad,3,2015,166.85,111.46,121.3,16.27,17.93,79.71,53.44,616.0,Severe,Summer,Mar
2015-03-27,Ahmedabad,3,2015,147.38,111.46,82.44,16.27,6.4,46.89,17.94,437.0,Severe,Summer,Mar
2015-03-28,Ahmedabad,3,2015,158.25,111.46,66.4,16.27,5.86,142.36,38.54,321.0,Very Poor,Summer,Mar
2015-03-29,Ahmedabad,3,2015,237.76,111.46,52.16,16.27,4.99,96.28,39.77,372.0,Very Poor,Summer,Mar
2015-03-30,Ahmedabad,3,2015,133.37,111.46,42.89,16.27,3.88,57.34,39.66,339.0,Very Poor,Summer,Mar
2015-03-31,Ahmedabad,3,2015,133.3,111.46,52.7,16.27,6.52,51.58,59.03,339.0,Very Poor,Summer,Mar
2015-04-01,Ahmedabad,4,2015,96.04,81.125,47.33,16.27,3.8,62.42,46.61,324.0,Very Poor,Summer,Apr
2015-04-02,Ahmedabad,4,2015,77.69,81.125,47.17,16.27,5.24,100.48,27.14,222.0,Poor,Summer,Apr
2015-04-03,Ahmedabad,4,2015,53.07,81.125,35.44,16.27,4.17,40.36,21.76,169.0,Moderate,Summer,Apr
2015-04-04,Ahmedabad,4,2015,63.11,81.125,39.62,16.27,5.63,38.21,4.72,220.0,Poor,Summer,Apr
2015-04-05,Ahmedabad,4,2015,156.76,81.125,41.589999999999996,16.27,3.92,26.32,37.11,156.76,Moderate,Summer,Apr
2015-04-06,Ahmedabad,4,2015,120.96,81.125,50.11,16.27,4.23,35.54,35.66,303.0,Very Poor,Summer,Apr
2015-04-07,Ahmedabad,4,2015,138.63,81.125,61.79,16.27,5.65,87.43,29.77,314.0,Very Poor,Summer,Apr
2015-04-08,Ahmedabad,4,2015,144.36,81.125,92.61000000000001,16.27,15.82,66.39,27.34,378.0,Very Poor,Summer,Apr
2015-04-09,Ahmedabad,4,2015,85.03,81.125,57.41,16.27,3.3,59.16,35.89,415.0,Severe,Summer,Apr
2015-04-10,Ahmedabad,4,2015,134.6,81.125,60.870000000000005,16.27,5.9,34.53,7.0,134.6,Moderate,Summer,Apr
2015-04-11,Ahmedabad,4,2015,61.06,81.125,35.14,16.27,3.52,8.08,19.54,126.0,Moderate,Summer,Apr
2015-04-12,Ahmedabad,4,2015,39.42,81.125,49.5,16.27,5.28,17.66,31.3,175.0,Moderate,Summer,Apr
2015-04-13,Ahmedabad,4,2015,111.86,81.125,51.57000000000001,16.27,3.89,15.84,31.23,226.0,Poor,Summer,Apr
2015-04-14,Ahmedabad,4,2015,58.37,81.125,55.14,16.27,5.74,25.9,43.92,244.0,Poor,Summer,Apr
2015-04-15,Ahmedabad,4,2015,95.37,81.125,88.58000000000001,16.27,18.01,13.59,41.64,315.0,Very Poor,Summer,Apr
2015-04-16,Ahmedabad,4,2015,141.3,81.125,134.21,16.27,30.8,41.06,37.66,678.0,Severe,Summer,Apr
2015-04-17,Ahmedabad,4,2015,106.68,81.125,121.06,16.27,19.91,31.56,48.49,774.0,Severe,Summer,Apr
2015-04-18,Ahmedabad,4,2015,109.48,81.125,47.43,16.27,4.3,46.6,31.34,285.0,Poor,Summer,Apr
2015-04-19,Ahmedabad,4,2015,126.04,81.125,53.95,16.27,6.99,79.56,28.71,321.0,Very Poor,Summer,Apr
2015-04-20,Ahmedabad,4,2015,71.22,81.125,75.63,16.27,16.73,50.09,28.39,358.0,Very Poor,Summer,Apr
2015-04-21,Ahmedabad,4,2015,97.87,81.125,47.71,16.27,6.3,13.85,34.16,357.0,Very Poor,Summer,Apr
2015-04-22,Ahmedabad,4,2015,63.38,81.125,32.16,16.27,3.44,24.79,43.62,189.0,Moderate,Summer,Apr
2015-04-23,Ahmedabad,4,2015,75.29,81.125,35.61,16.27,3.35,76.05,60.71,75.29,Satisfactory,Summer,Apr
2015-04-24,Ahmedabad,4,2015,80.9,81.125,48.55,16.27,5.7,65.44,22.8,214.0,Poor,Summer,Apr
2015-04-25,Ahmedabad,4,2015,103.29,81.125,48.06,16.27,4.55,85.42,22.18,253.0,Poor,Summer,Apr
2015-04-26,Ahmedabad,4,2015,107.5,81.125,40.58,16.27,5.29,74.37,10.12,239.0,Poor,Summer,Apr
2015-04-27,Ahmedabad,4,2015,161.14,81.125,34.0,16.27,3.11,118.35,59.73,161.14,Moderate,Summer,Apr
2015-04-28,Ahmedabad,4,2015,102.58,81.125,33.44,16.27,3.88,41.94,26.89,102.58,Moderate,Summer,Apr
2015-04-29,Ahmedabad,4,2015,138.42,81.125,43.31,16.27,5.05,77.74,27.18,300.0,Poor,Summer,Apr
2015-04-30,Ahmedabad,4,2015,129.04,81.125,40.21,16.27,5.69,78.27,18.67,317.0,Very Poor,Summer,Apr
2015-05-01,Ahmedabad,5,2015,96.65,86.02,41.1,16.27,4.67,39.41,11.83,240.0,Poor,Summer,May
2015-05-02,Ahmedabad,5,2015,126.77,86.02,79.35,16.27,15.69,93.18,36.71,344.0,Very Poor,Summer,May
2015-05-03,Ahmedabad,5,2015,106.15,86.02,71.19,16.27,13.12,65.95,81.6,503.0,Severe,Summer,May
2015-05-04,Ahmedabad,5,2015,86.31,86.02,24.09,16.27,2.69,50.13,90.54,308.0,Very Poor,Summer,May
2015-05-05,Ahmedabad,5,2015,83.99,86.02,5.5600000000000005,16.27,2.73,34.06,69.57,227.0,Poor,Summer,May
2015-05-06,Ahmedabad,5,2015,65.11,86.02,14.47,16.27,3.14,22.27,32.26,120.0,Moderate,Summer,May
2015-05-07,Ahmedabad,5,2015,51.03,86.02,52.91,16.27,6.24,15.5,31.44,158.0,Moderate,Summer,May
2015-05-08,Ahmedabad,5,2015,38.73,86.02,53.89,16.27,8.0,20.13,25.7,177.0,Moderate,Summer,May
2015-05-09,Ahmedabad,5,2015,61.12,86.02,54.94,16.27,9.94,39.69,25.9,201.0,Poor,Summer,May
2015-05-10,Ahmedabad,5,2015,58.44,86.02,55.3,16.27,10.68,54.69,18.89,211.0,Poor,Summer,May
2015-05-11,Ahmedabad,5,2015,61.49,86.02,55.74,16.27,11.44,42.66,18.2,221.0,Poor,Summer,May
2015-05-12,Ahmedabad,5,2015,65.39,86.02,56.239999999999995,16.27,12.3,27.96,22.35,233.0,Poor,Summer,May
2015-05-13,Ahmedabad,5,2015,100.92,86.02,77.15,16.27,20.42,31.9,22.84,481.0,Severe,Summer,May
2015-05-14,Ahmedabad,5,2015,97.48,86.02,68.94999999999999,16.27,5.31,36.05,16.26,352.0,Very Poor,Summer,May
2015-05-15,Ahmedabad,5,2015,129.27,86.02,84.53,16.27,14.28,70.13,25.4,327.0,Very Poor,Summer,May
2015-05-16,Ahmedabad,5,2015,129.58,86.02,95.41999999999999,16.27,21.23,17.66,34.42,577.0,Severe,Summer,May
2015-05-17,Ahmedabad,5,2015,100.57,86.02,50.67999999999999,16.27,7.56,38.76,38.83,411.0,Severe,Summer,May
2015-05-18,Ahmedabad,5,2015,130.34,86.02,48.29,16.27,7.14,52.07,29.05,212.0,Poor,Summer,May
2015-05-19,Ahmedabad,5,2015,53.24,86.02,47.25,16.27,8.05,36.23,21.58,280.0,Poor,Summer,May
2015-05-20,Ahmedabad,5,2015,42.0,86.02,50.400000000000006,16.27,10.44,17.0,25.5,162.0,Moderate,Summer,May
2015-05-21,Ahmedabad,5,2015,50.1,86.02,46.86,16.27,9.46,30.67,12.91,50.1,Satisfactory,Summer,May
2015-05-22,Ahmedabad,5,2015,83.69,86.02,55.22,16.27,10.89,41.12,35.61,569.0,Severe,Summer,May
2015-05-23,Ahmedabad,5,2015,38.88,86.02,36.2,16.27,2.18,26.4,12.47,128.0,Moderate,Summer,May
2015-05-24,Ahmedabad,5,2015,46.89,86.02,37.620000000000005,16.27,2.96,41.96,10.74,129.0,Moderate,Summer,May
2015-05-25,Ahmedabad,5,2015,70.96,86.02,38.870000000000005,16.27,4.12,23.67,16.01,152.0,Moderate,Summer,May
2015-05-26,Ahmedabad,5,2015,53.66,86.02,36.72,16.27,4.23,14.46,45.64,176.0,Moderate,Summer,May
2015-05-27,Ahmedabad,5,2015,45.49,86.02,35.09,16.27,4.26,12.85,71.85,167.0,Moderate,Summer,May
2015-05-28,Ahmedabad,5,2015,60.86,86.02,43.3,16.27,5.27,14.91,41.19,106.0,Moderate,Summer,May
2015-05-29,Ahmedabad,5,2015,51.93,86.02,63.22,16.27,13.71,15.33,12.88,231.0,Poor,Summer,May
2015-05-30,Ahmedabad,5,2015,77.87,86.02,46.79,16.27,6.67,46.82,16.67,327.0,Very Poor,Summer,May
2015-05-31,Ahmedabad,5,2015,57.59,86.02,41.49,16.27,5.6,41.68,25.51,174.0,Moderate,Summer,May
2015-06-01,Ahmedabad,6,2015,77.22,110.95,43.620000000000005,16.27,7.02,71.97,9.56,185.0,Moderate,Monsoon,Jun
2015-06-02,Ahmedabad,6,2015,45.29,110.95,39.650000000000006,16.27,7.25,18.64,6.32,179.0,Moderate,Monsoon,Jun
2015-06-03,Ahmedabad,6,2015,103.78,110.95,40.120000000000005,16.27,6.36,7.76,15.27,211.0,Poor,Monsoon,Jun
2015-06-04,Ahmedabad,6,2015,25.14,110.95,49.480000000000004,16.27,6.01,38.05,38.52,192.0,Moderate,Monsoon,Jun
2015-06-05,Ahmedabad,6,2015,87.03,110.95,51.46,16.27,8.05,23.84,48.22,310.0,Very Poor,Monsoon,Jun
2015-06-06,Ahmedabad,6,2015,89.6,110.95,52.33,16.27,6.59,48.05,44.78,223.0,Poor,Monsoon,Jun
2015-06-07,Ahmedabad,6,2015,80.69,110.95,45.18,16.27,6.86,39.85,32.65,192.0,Moderate,Monsoon,Jun
2015-06-08,Ahmedabad,6,2015,44.75,110.95,48.58,16.27,7.76,9.89,8.07,191.0,Moderate,Monsoon,Jun
2015-06-09,Ahmedabad,6,2015,38.11,110.95,38.06,16.27,7.41,3.13,6.69,184.0,Moderate,Monsoon,Jun
2015-06-10,Ahmedabad,6,2015,45.5,110.95,48.3,16.27,8.56,0.76,3.82,220.0,Poor,Monsoon,Jun
2015-06-11,Ahmedabad,6,2015,36.98,110.95,39.47,16.27,8.21,0.52,5.17,215.0,Poor,Monsoon,Jun
2015-06-12,Ahmedabad,6,2015,43.58,110.95,43.17,16.27,8.26,1.02,7.56,226.0,Poor,Monsoon,Jun
2015-06-13,Ahmedabad,6,2015,45.49,110.95,49.07,16.27,9.63,0.81,2.94,251.0,Poor,Monsoon,Jun
2015-06-14,Ahmedabad,6,2015,38.06,110.95,54.49,16.27,8.67,1.05,4.63,216.0,Poor,Monsoon,Jun
2015-06-15,Ahmedabad,6,2015,45.41,110.95,59.8,16.27,9.35,0.74,4.5,237.0,Poor,Monsoon,Jun
2015-06-16,Ahmedabad,6,2015,37.71,110.95,49.6,16.27,8.54,0.87,4.6,198.0,Moderate,Monsoon,Jun
2015-06-17,Ahmedabad,6,2015,32.37,110.95,43.78,16.27,7.53,2.17,12.17,195.0,Moderate,Monsoon,Jun
2015-06-18,Ahmedabad,6,2015,34.74,110.95,42.21,16.27,7.59,4.11,12.22,187.0,Moderate,Monsoon,Jun
2015-06-19,Ahmedabad,6,2015,32.56,110.95,42.5,16.27,7.34,4.04,11.85,181.0,Moderate,Monsoon,Jun
2015-06-20,Ahmedabad,6,2015,29.28,110.95,38.46,16.27,7.55,4.01,12.64,179.0,Moderate,Monsoon,Jun
2015-06-21,Ahmedabad,6,2015,20.46,110.95,35.519999999999996,16.27,7.15,5.62,12.7,188.0,Moderate,Monsoon,Jun
2015-06-22,Ahmedabad,6,2015,26.07,110.95,38.120000000000005,16.27,7.99,4.1,10.57,190.0,Moderate,Monsoon,Jun
2015-06-23,Ahmedabad,6,2015,21.43,110.95,37.230000000000004,16.27,7.45,4.99,7.38,185.0,Moderate,Monsoon,Jun
2015-06-24,Ahmedabad,6,2015,11.91,110.95,34.879999999999995,16.27,7.34,10.86,5.47,189.0,Moderate,Monsoon,Jun
2015-06-25,Ahmedabad,6,2015,57.75,110.95,36.72,16.27,8.68,12.28,3.06,196.0,Moderate,Monsoon,Jun
2015-06-26,Ahmedabad,6,2015,66.39,110.95,42.73,16.27,8.58,11.09,4.96,201.0,Poor,Monsoon,Jun
2015-06-27,Ahmedabad,6,2015,62.61,110.95,37.96,16.27,9.15,12.31,6.44,231.0,Poor,Monsoon,Jun
2015-06-28,Ahmedabad,6,2015,47.5,110.95,35.19,16.27,8.07,13.91,7.28,196.0,Moderate,Monsoon,Jun
2015-06-29,Ahmedabad,6,2015,111.8,110.95,41.480000000000004,16.27,9.23,5.27,5.99,220.0,Poor,Monsoon,Jun
2015-06-30,Ahmedabad,6,2015,30.0,110.95,45.1,16.27,8.87,8.09,6.31,244.0,Poor,Monsoon,Jun
2015-07-01,Ahmedabad,7,2015,4.66,113.3,40.269999999999996,16.27,9.01,7.31,6.38,223.0,Poor,Monsoon,Jul
2015-07-02,Ahmedabad,7,2015,48.72,113.3,43.0,16.27,9.56,5.72,6.61,230.0,Poor,Monsoon,Jul
2015-07-03,Ahmedabad,7,2015,49.7,113.3,38.47,16.27,9.43,6.78,6.42,243.0,Poor,Monsoon,Jul
2015-07-04,Ahmedabad,7,2015,48.1,113.3,35.129999999999995,16.27,8.03,9.33,7.6,215.0,Poor,Monsoon,Jul
2015-07-05,Ahmedabad,7,2015,47.43,113.3,35.12,16.27,8.11,7.93,7.08,199.0,Moderate,Monsoon,Jul
2015-07-06,Ahmedabad,7,2015,51.74,113.3,42.57,16.27,8.91,10.05,5.78,200.0,Moderate,Monsoon,Jul
2015-07-07,Ahmedabad,7,2015,42.68,113.3,41.64,16.27,9.74,10.87,4.44,226.0,Poor,Monsoon,Jul
2015-07-08,Ahmedabad,7,2015,38.45,113.3,36.7,16.27,10.55,10.28,3.24,241.0,Poor,Monsoon,Jul
2015-07-09,Ahmedabad,7,2015,46.69,113.3,23.29,16.27,11.48,10.25,5.76,222.0,Poor,Monsoon,Jul
2015-07-10,Ahmedabad,7,2015,55.27,113.3,23.33,16.27,11.55,12.7,6.55,223.0,Poor,Monsoon,Jul
2015-07-11,Ahmedabad,7,2015,149.03,113.3,23.3,16.27,11.49,10.07,7.27,248.0,Poor,Monsoon,Jul
2015-07-12,Ahmedabad,7,2015,86.57,113.3,23.28,16.27,11.47,11.09,6.53,300.0,Poor,Monsoon,Jul
2015-07-13,Ahmedabad,7,2015,111.77,113.3,23.07,16.27,11.3,7.73,4.67,232.0,Poor,Monsoon,Jul
2015-07-14,Ahmedabad,7,2015,151.4,113.3,22.32,16.27,10.8,7.8,5.46,330.0,Very Poor,Monsoon,Jul
2015-07-15,Ahmedabad,7,2015,51.35,113.3,21.36,16.27,8.0,10.0,5.76,223.0,Poor,Monsoon,Jul
2015-07-16,Ahmedabad,7,2015,65.37,113.3,17.28,16.27,0.64,16.31,8.02,105.0,Moderate,Monsoon,Jul
2015-07-17,Ahmedabad,7,2015,56.28,113.3,17.13,16.27,0.6,18.93,6.2,101.0,Moderate,Monsoon,Jul
2015-07-18,Ahmedabad,7,2015,48.17,113.3,17.200000000000003,16.27,0.65,18.99,7.97,93.0,Satisfactory,Monsoon,Jul
2015-07-19,Ahmedabad,7,2015,33.56,113.3,17.17,16.27,0.72,11.28,10.18,67.0,Satisfactory,Monsoon,Jul
2015-07-20,Ahmedabad,7,2015,31.3,113.3,17.14,16.27,0.55,10.29,7.44,60.0,Satisfactory,Monsoon,Jul
2015-07-21,Ahmedabad,7,2015,48.12,113.3,17.0,16.27,0.67,1.28,6.3,48.12,Good,Monsoon,Jul
2015-07-22,Ahmedabad,7,2015,57.11,113.3,17.25,16.27,0.55,14.58,2.6,90.0,Satisfactory,Monsoon,Jul
2015-07-23,Ahmedabad,7,2015,34.72,113.3,17.71,16.27,0.1,13.62,4.87,78.0,Satisfactory,Monsoon,Jul
2015-07-24,Ahmedabad,7,2015,29.22,113.3,17.4,16.27,0.06,13.58,5.08,48.0,Good,Monsoon,Jul
2015-07-25,Ahmedabad,7,2015,29.79,113.3,16.75,16.27,0.14,15.11,5.34,53.0,Satisfactory,Monsoon,Jul
2015-07-26,Ahmedabad,7,2015,59.95,113.3,17.119999999999997,16.27,0.18,11.52,2.79,91.0,Satisfactory,Monsoon,Jul
2015-07-27,Ahmedabad,7,2015,19.2,113.3,20.71,16.27,1.52,11.23,4.61,70.0,Satisfactory,Monsoon,Jul
2015-07-28,Ahmedabad,7,2015,19.52,113.3,34.3,16.27,5.89,11.56,4.4,157.0,Moderate,Monsoon,Jul
2015-07-29,Ahmedabad,7,2015,35.16,113.3,33.28,16.27,5.75,14.7,3.67,158.0,Moderate,Monsoon,Jul
